Problem;Package;File;Priority;Line;Description;Rule set;Rule
370;main.java.app;src/main/java/app/UIComponent.java;3;65;CommentRequired: Public method and constructor comments are required;Documentation;CommentRequired
371;main.java.app;src/main/java/app/UIComponent.java;2;66;SystemPrintln: System.out.print is used;Best Practices;SystemPrintln
372;main.java.app;src/main/java/app/UIComponent.java;3;67;LocalVariableCouldBeFinal: Local variable 'login' could be declared final;Code Style;LocalVariableCouldBeFinal
373;main.java.app;src/main/java/app/UIComponent.java;2;68;SystemPrintln: System.out.print is used;Best Practices;SystemPrintln
374;main.java.app;src/main/java/app/UIComponent.java;3;69;LocalVariableCouldBeFinal: Local variable 'password' could be declared final;Code Style;LocalVariableCouldBeFinal
375;main.java.app;src/main/java/app/UIComponent.java;3;73;CommentRequired: Public method and constructor comments are required;Documentation;CommentRequired
376;main.java.app;src/main/java/app/UIComponent.java;2;74;SystemPrintln: System.out.print is used;Best Practices;SystemPrintln
377;main.java.app;src/main/java/app/UIComponent.java;3;75;LocalVariableCouldBeFinal: Local variable 'login' could be declared final;Code Style;LocalVariableCouldBeFinal
378;main.java.app;src/main/java/app/UIComponent.java;2;76;SystemPrintln: System.out.print is used;Best Practices;SystemPrintln
379;main.java.app;src/main/java/app/UIComponent.java;3;77;LocalVariableCouldBeFinal: Local variable 'password' could be declared final;Code Style;LocalVariableCouldBeFinal
380;main.java.app;src/main/java/app/UIComponent.java;3;81;CommentRequired: Public method and constructor comments are required;Documentation;CommentRequired
381;main.java.app;src/main/java/app/UIComponent.java;3;81;MethodArgumentCouldBeFinal: Parameter 'maxAnswer' is not assigned and could be declared final;Code Style;MethodArgumentCouldBeFinal
382;main.java.app;src/main/java/app/UIComponent.java;3;81;MethodArgumentCouldBeFinal: Parameter 'minAnswer' is not assigned and could be declared final;Code Style;MethodArgumentCouldBeFinal
383;main.java.app;src/main/java/app/UIComponent.java;2;82;SystemPrintln: System.out.println is used;Best Practices;SystemPrintln
384;main.java.app;src/main/java/app/UIComponent.java;3;84;LocalVariableCouldBeFinal: Local variable 'action' could be declared final;Code Style;LocalVariableCouldBeFinal
385;main.java.app;src/main/java/app/UIComponent.java;3;88;OnlyOneReturn: A method should have only one exit point, and that should be the last statement in the method;Code Style;OnlyOneReturn
386;main.java.app;src/main/java/app/UIComponent.java;2;90;SystemPrintln: System.out.println is used;Best Practices;SystemPrintln
387;main.java.app;src/main/java/app/UIComponent.java;3;95;AvoidUncheckedExceptionsInSignatures: A method or constructor should not explicitly declare unchecked exceptions in its 'throws' clause;Design;AvoidUncheckedExceptionsInSignatures
388;main.java.app;src/main/java/app/UIComponent.java;3;95;MethodArgumentCouldBeFinal: Parameter 'input' is not assigned and could be declared final;Code Style;MethodArgumentCouldBeFinal
389;main.java.app;src/main/java/app/User.java;3;2;CommentRequired: Class comments are required;Documentation;CommentRequired
390;main.java.app;src/main/java/app/User.java;4;2;ShortClassName: Avoid short class names like User;Code Style;ShortClassName
391;main.java.app;src/main/java/app/User.java;3;3;CommentRequired: Field comments are required;Documentation;CommentRequired
392;main.java.app;src/main/java/app/User.java;3;4;CommentRequired: Field comments are required;Documentation;CommentRequired
393;main.java.app;src/main/java/app/User.java;3;6;CommentRequired: Public method and constructor comments are required;Documentation;CommentRequired
394;main.java.app;src/main/java/app/User.java;3;6;MethodArgumentCouldBeFinal: Parameter 'login' is not assigned and could be declared final;Code Style;MethodArgumentCouldBeFinal
395;main.java.app;src/main/java/app/User.java;3;6;MethodArgumentCouldBeFinal: Parameter 'password' is not assigned and could be declared final;Code Style;MethodArgumentCouldBeFinal
396;main.java.app;src/main/java/app/UserDatabase.java;3;10;CommentRequired: Class comments are required;Documentation;CommentRequired
397;main.java.app;src/main/java/app/UserDatabase.java;3;11;CommentRequired: Field comments are required;Documentation;CommentRequired
398;main.java.app;src/main/java/app/UserDatabase.java;3;11;LongVariable: Avoid excessively long variable names like DATABASE_DIRECTORY;Code Style;LongVariable
399;main.java.app;src/main/java/app/UserDatabase.java;3;12;CommentRequired: Field comments are required;Documentation;CommentRequired
400;main.java.app;src/main/java/app/UserDatabase.java;3;13;CommentRequired: Field comments are required;Documentation;CommentRequired
401;main.java.app;src/main/java/app/UserDatabase.java;3;15;CommentRequired: Field comments are required;Documentation;CommentRequired
402;main.java.app;src/main/java/app/UserDatabase.java;3;16;CommentRequired: Field comments are required;Documentation;CommentRequired
403;main.java.app;src/main/java/app/UserDatabase.java;3;17;CommentRequired: Field comments are required;Documentation;CommentRequired
404;main.java.app;src/main/java/app/UserDatabase.java;3;19;CommentRequired: Public method and constructor comments are required;Documentation;CommentRequired
405;main.java.app;src/main/java/app/UserDatabase.java;1;24;ConstructorCallsOverridableMethod: Overridable method 'isUserCorrect' called during object construction (call stack: [createFirstAdmin, isUserCorrect]);Error Prone;ConstructorCallsOverridableMethod
406;main.java.app;src/main/java/app/UserDatabase.java;2;25;SystemPrintln: System.out.println is used;Best Practices;SystemPrintln
407;main.java.app;src/main/java/app/UserDatabase.java;2;27;SystemPrintln: System.out.println is used;Best Practices;SystemPrintln
408;main.java.app;src/main/java/app/UserDatabase.java;3;32;LocalVariableCouldBeFinal: Local variable 'sql' could be declared final;Code Style;LocalVariableCouldBeFinal
409;main.java.app;src/main/java/app/UserDatabase.java;2;37;SystemPrintln: System.out.println is used;Best Practices;SystemPrintln
410;main.java.app;src/main/java/app/UserDatabase.java;3;43;FinalizeDoesNotCallSuperFinalize: Last statement in finalize method should be a call to super.finalize();Error Prone;FinalizeDoesNotCallSuperFinalize
411;main.java.app;src/main/java/app/UserDatabase.java;2;47;SystemPrintln: System.out.println is used;Best Practices;SystemPrintln
412;main.java.app;src/main/java/app/UserDatabase.java;2;49;SystemPrintln: System.out.println is used;Best Practices;SystemPrintln
413;main.java.app;src/main/java/app/UserDatabase.java;3;53;CommentRequired: Public method and constructor comments are required;Documentation;CommentRequired
414;main.java.app;src/main/java/app/UserDatabase.java;2;57;SystemPrintln: System.out.println is used;Best Practices;SystemPrintln
415;main.java.app;src/main/java/app/UserDatabase.java;3;62;LocalVariableCouldBeFinal: Local variable 'firstAdmin' could be declared final;Code Style;LocalVariableCouldBeFinal
416;main.java.app;src/main/java/app/UserDatabase.java;3;68;CommentRequired: Public method and constructor comments are required;Documentation;CommentRequired
417;main.java.app;src/main/java/app/UserDatabase.java;3;68;MethodArgumentCouldBeFinal: Parameter 'toVerify' is not assigned and could be declared final;Code Style;MethodArgumentCouldBeFinal
418;main.java.app;src/main/java/app/UserDatabase.java;3;69;LocalVariableCouldBeFinal: Local variable 'findedUser' could be declared final;Code Style;LocalVariableCouldBeFinal
419;main.java.app;src/main/java/app/UserDatabase.java;3;70;LocalVariableCouldBeFinal: Local variable 'isUserFound' could be declared final;Code Style;LocalVariableCouldBeFinal
420;main.java.app;src/main/java/app/UserDatabase.java;5;71;DataflowAnomalyAnalysis: Found 'DD'-anomaly for variable 'isLoginCorrect' (lines '71'-'74').;Error Prone;DataflowAnomalyAnalysis
421;main.java.app;src/main/java/app/UserDatabase.java;5;72;DataflowAnomalyAnalysis: Found 'DD'-anomaly for variable 'isPasswordCorrect' (lines '72'-'75').;Error Prone;DataflowAnomalyAnalysis
422;main.java.app;src/main/java/app/UserDatabase.java;3;74;LawOfDemeter: Potential violation of Law of Demeter (method chain calls);Design;LawOfDemeter
423;main.java.app;src/main/java/app/UserDatabase.java;3;75;LawOfDemeter: Potential violation of Law of Demeter (method chain calls);Design;LawOfDemeter
424;main.java.app;src/main/java/app/UserDatabase.java;3;77;ControlStatementBraces: This statement should have braces;Code Style;ControlStatementBraces
425;main.java.app;src/main/java/app/UserDatabase.java;3;77;IfElseStmtsMustUseBraces: Avoid using if...else statements without curly braces;Code Style;IfElseStmtsMustUseBraces
426;main.java.app;src/main/java/app/UserDatabase.java;2;77;SystemPrintln: System.out.println is used;Best Practices;SystemPrintln
427;main.java.app;src/main/java/app/UserDatabase.java;3;81;CommentRequired: Public method and constructor comments are required;Documentation;CommentRequired
428;main.java.app;src/main/java/app/UserDatabase.java;3;81;MethodArgumentCouldBeFinal: Parameter 'loginToFind' is not assigned and could be declared final;Code Style;MethodArgumentCouldBeFinal
429;main.java.app;src/main/java/app/UserDatabase.java;5;82;DataflowAnomalyAnalysis: Found 'DD'-anomaly for variable 'toReturn' (lines '82'-'89').;Error Prone;DataflowAnomalyAnalysis
430;main.java.app;src/main/java/app/UserDatabase.java;3;83;LocalVariableCouldBeFinal: Local variable 'sql' could be declared final;Code Style;LocalVariableCouldBeFinal
431;main.java.app;src/main/java/app/UserDatabase.java;3;87;CloseResource: Ensure that resources like this ResultSet object are closed after use;Error Prone;CloseResource
432;main.java.app;src/main/java/app/UserDatabase.java;3;87;LocalVariableCouldBeFinal: Local variable 'result' could be declared final;Code Style;LocalVariableCouldBeFinal
433;main.java.app;src/main/java/app/UserDatabase.java;3;88;LawOfDemeter: Potential violation of Law of Demeter (object not created locally);Design;LawOfDemeter
434;main.java.app;src/main/java/app/UserDatabase.java;3;89;LawOfDemeter: Potential violation of Law of Demeter (object not created locally);Design;LawOfDemeter
435;main.java.app;src/main/java/app/UserDatabase.java;3;89;LawOfDemeter: Potential violation of Law of Demeter (object not created locally);Design;LawOfDemeter
436;main.java.app;src/main/java/app/UserDatabase.java;2;92;SystemPrintln: System.out.println is used;Best Practices;SystemPrintln
437;main.java.app;src/main/java/app/UserDatabase.java;3;97;CommentRequired: Public method and constructor comments are required;Documentation;CommentRequired
438;main.java.app;src/main/java/app/UserDatabase.java;3;97;MethodArgumentCouldBeFinal: Parameter 'userToAdd' is not assigned and could be declared final;Code Style;MethodArgumentCouldBeFinal
439;main.java.app;src/main/java/app/UserDatabase.java;3;98;LocalVariableCouldBeFinal: Local variable 'sql' could be declared final;Code Style;LocalVariableCouldBeFinal
440;main.java.app;src/main/java/app/UserDatabase.java;3;103;LocalVariableCouldBeFinal: Local variable 'rowsAffected' could be declared final;Code Style;LocalVariableCouldBeFinal
441;main.java.app;src/main/java/app/UserDatabase.java;2;105;SystemPrintln: System.out.println is used;Best Practices;SystemPrintln
442;main.java.app;src/main/java/app/UserDatabase.java;2;108;SystemPrintln: System.out.println is used;Best Practices;SystemPrintln
443;main.java.app;src/main/java/app/UserDatabase.java;3;112;CommentRequired: Public method and constructor comments are required;Documentation;CommentRequired
444;main.java.app;src/main/java/app/UserDatabase.java;3;112;MethodArgumentCouldBeFinal: Parameter 'login' is not assigned and could be declared final;Code Style;MethodArgumentCouldBeFinal
445;main.java.app;src/main/java/app/UserDatabase.java;3;113;LocalVariableCouldBeFinal: Local variable 'sql' could be declared final;Code Style;LocalVariableCouldBeFinal
446;main.java.app;src/main/java/app/UserDatabase.java;3;117;LocalVariableCouldBeFinal: Local variable 'rowsAffected' could be declared final;Code Style;LocalVariableCouldBeFinal
447;main.java.app;src/main/java/app/UserDatabase.java;3;118;"ConfusingTernary: Avoid if (x != y) ..; else ..;";Code Style;ConfusingTernary
448;main.java.app;src/main/java/app/UserDatabase.java;2;119;SystemPrintln: System.out.println is used;Best Practices;SystemPrintln
449;main.java.app;src/main/java/app/UserDatabase.java;2;121;SystemPrintln: System.out.println is used;Best Practices;SystemPrintln
450;main.java.app;src/main/java/app/UserDatabase.java;2;124;SystemPrintln: System.out.println is used;Best Practices;SystemPrintln
451;cucumber_tests;src/test/java/cucumber_tests/AddUserStepDefinitions.java;3;11;AtLeastOneConstructor: Each class should declare at least one constructor;Code Style;AtLeastOneConstructor
452;cucumber_tests;src/test/java/cucumber_tests/AddUserStepDefinitions.java;3;11;CommentRequired: Class comments are required;Documentation;CommentRequired
453;cucumber_tests;src/test/java/cucumber_tests/AddUserStepDefinitions.java;3;13;CommentRequired: Field comments are required;Documentation;CommentRequired
454;cucumber_tests;src/test/java/cucumber_tests/AddUserStepDefinitions.java;3;14;CommentRequired: Field comments are required;Documentation;CommentRequired
455;cucumber_tests;src/test/java/cucumber_tests/AddUserStepDefinitions.java;3;15;CommentRequired: Field comments are required;Documentation;CommentRequired
456;cucumber_tests;src/test/java/cucumber_tests/AddUserStepDefinitions.java;3;18;CommentRequired: Public method and constructor comments are required;Documentation;CommentRequired
457;cucumber_tests;src/test/java/cucumber_tests/AddUserStepDefinitions.java;3;18;MethodArgumentCouldBeFinal: Parameter 'string' is not assigned and could be declared final;Code Style;MethodArgumentCouldBeFinal
458;cucumber_tests;src/test/java/cucumber_tests/AddUserStepDefinitions.java;3;18;MethodArgumentCouldBeFinal: Parameter 'string2' is not assigned and could be declared final;Code Style;MethodArgumentCouldBeFinal
459;cucumber_tests;src/test/java/cucumber_tests/AddUserStepDefinitions.java;1;18;MethodNamingConventions: The instance method name 'i_add_an_user_with_the_following_informations_and' doesn't match '[a-z][a-zA-Z0-9]*';Code Style;MethodNamingConventions
460;cucumber_tests;src/test/java/cucumber_tests/AddUserStepDefinitions.java;3;24;CommentRequired: Public method and constructor comments are required;Documentation;CommentRequired
461;cucumber_tests;src/test/java/cucumber_tests/AddUserStepDefinitions.java;1;24;MethodNamingConventions: The instance method name 'i_ask_check_if_the_user_has_been_added' doesn't match '[a-z][a-zA-Z0-9]*';Code Style;MethodNamingConventions
462;cucumber_tests;src/test/java/cucumber_tests/AddUserStepDefinitions.java;3;29;CommentRequired: Public method and constructor comments are required;Documentation;CommentRequired
463;cucumber_tests;src/test/java/cucumber_tests/AddUserStepDefinitions.java;1;29;MethodNamingConventions: The instance method name 'i_should_get_him' doesn't match '[a-z][a-zA-Z0-9]*';Code Style;MethodNamingConventions
464;cucumber_tests;src/test/java/cucumber_tests/AddUserStepDefinitions.java;3;31;JUnitAssertionsShouldIncludeMessage: JUnit assertions should include a message;Best Practices;JUnitAssertionsShouldIncludeMessage
465;cucumber_tests;src/test/java/cucumber_tests/ApiCallStepDefinitions.java;3;11;AtLeastOneConstructor: Each class should declare at least one constructor;Code Style;AtLeastOneConstructor
466;cucumber_tests;src/test/java/cucumber_tests/ApiCallStepDefinitions.java;3;11;CommentRequired: Class comments are required;Documentation;CommentRequired
467;cucumber_tests;src/test/java/cucumber_tests/ApiCallStepDefinitions.java;3;13;CommentRequired: Field comments are required;Documentation;CommentRequired
468;cucumber_tests;src/test/java/cucumber_tests/ApiCallStepDefinitions.java;3;14;CommentRequired: Field comments are required;Documentation;CommentRequired
469;cucumber_tests;src/test/java/cucumber_tests/ApiCallStepDefinitions.java;3;15;CommentRequired: Field comments are required;Documentation;CommentRequired
470;cucumber_tests;src/test/java/cucumber_tests/ApiCallStepDefinitions.java;3;18;CommentRequired: Public method and constructor comments are required;Documentation;CommentRequired
471;cucumber_tests;src/test/java/cucumber_tests/ApiCallStepDefinitions.java;3;18;MethodArgumentCouldBeFinal: Parameter 'string' is not assigned and could be declared final;Code Style;MethodArgumentCouldBeFinal
472;cucumber_tests;src/test/java/cucumber_tests/ApiCallStepDefinitions.java;1;18;MethodNamingConventions: The instance method name 'user_wants_to_get_meteo_data' doesn't match '[a-z][a-zA-Z0-9]*';Code Style;MethodNamingConventions
473;cucumber_tests;src/test/java/cucumber_tests/ApiCallStepDefinitions.java;3;23;CommentRequired: Public method and constructor comments are required;Documentation;CommentRequired
474;cucumber_tests;src/test/java/cucumber_tests/ApiCallStepDefinitions.java;1;23;MethodNamingConventions: The instance method name 'he_queries_the_weatherstack_api' doesn't match '[a-z][a-zA-Z0-9]*';Code Style;MethodNamingConventions
475;cucumber_tests;src/test/java/cucumber_tests/ApiCallStepDefinitions.java;3;28;CommentRequired: Public method and constructor comments are required;Documentation;CommentRequired
476;cucumber_tests;src/test/java/cucumber_tests/ApiCallStepDefinitions.java;1;28;MethodNamingConventions: The instance method name 'he_should_receive_a_non_null_object' doesn't match '[a-z][a-zA-Z0-9]*';Code Style;MethodNamingConventions
477;cucumber_tests;src/test/java/cucumber_tests/ApiCallStepDefinitions.java;3;29;JUnitAssertionsShouldIncludeMessage: JUnit assertions should include a message;Best Practices;JUnitAssertionsShouldIncludeMessage
478;cucumber_tests;src/test/java/cucumber_tests/ConnectionStepDefinitions.java;4;3;UnnecessaryImport: Unused import 'io.cucumber.java.After';Code Style;UnnecessaryImport
479;cucumber_tests;src/test/java/cucumber_tests/ConnectionStepDefinitions.java;4;3;UnusedImports: Unused import 'io.cucumber.java.After';Best Practices;UnusedImports
480;cucumber_tests;src/test/java/cucumber_tests/ConnectionStepDefinitions.java;3;11;AtLeastOneConstructor: Each class should declare at least one constructor;Code Style;AtLeastOneConstructor
481;cucumber_tests;src/test/java/cucumber_tests/ConnectionStepDefinitions.java;3;11;CommentRequired: Class comments are required;Documentation;CommentRequired
482;cucumber_tests;src/test/java/cucumber_tests/ConnectionStepDefinitions.java;3;13;CommentRequired: Field comments are required;Documentation;CommentRequired
483;cucumber_tests;src/test/java/cucumber_tests/ConnectionStepDefinitions.java;3;14;CommentRequired: Field comments are required;Documentation;CommentRequired
484;cucumber_tests;src/test/java/cucumber_tests/ConnectionStepDefinitions.java;3;15;CommentRequired: Field comments are required;Documentation;CommentRequired
485;cucumber_tests;src/test/java/cucumber_tests/ConnectionStepDefinitions.java;3;18;CommentRequired: Public method and constructor comments are required;Documentation;CommentRequired
486;cucumber_tests;src/test/java/cucumber_tests/ConnectionStepDefinitions.java;3;18;MethodArgumentCouldBeFinal: Parameter 'login' is not assigned and could be declared final;Code Style;MethodArgumentCouldBeFinal
487;cucumber_tests;src/test/java/cucumber_tests/ConnectionStepDefinitions.java;3;18;MethodArgumentCouldBeFinal: Parameter 'password' is not assigned and could be declared final;Code Style;MethodArgumentCouldBeFinal
488;cucumber_tests;src/test/java/cucumber_tests/ConnectionStepDefinitions.java;1;18;MethodNamingConventions: The instance method name 'user_login_is_and_user_password_is' doesn't match '[a-z][a-zA-Z0-9]*';Code Style;MethodNamingConventions
489;cucumber_tests;src/test/java/cucumber_tests/ConnectionStepDefinitions.java;3;23;CommentRequired: Public method and constructor comments are required;Documentation;CommentRequired
490;cucumber_tests;src/test/java/cucumber_tests/ConnectionStepDefinitions.java;1;23;MethodNamingConventions: The instance method name 'can_user_connect' doesn't match '[a-z][a-zA-Z0-9]*';Code Style;MethodNamingConventions
491;cucumber_tests;src/test/java/cucumber_tests/ConnectionStepDefinitions.java;3;28;CommentRequired: Public method and constructor comments are required;Documentation;CommentRequired
492;cucumber_tests;src/test/java/cucumber_tests/ConnectionStepDefinitions.java;3;28;MethodArgumentCouldBeFinal: Parameter 'expectedAnswer' is not assigned and could be declared final;Code Style;MethodArgumentCouldBeFinal
493;cucumber_tests;src/test/java/cucumber_tests/ConnectionStepDefinitions.java;1;28;MethodNamingConventions: The instance method name 'i_should_be_told' doesn't match '[a-z][a-zA-Z0-9]*';Code Style;MethodNamingConventions
494;cucumber_tests;src/test/java/cucumber_tests/ConnectionStepDefinitions.java;3;29;JUnitAssertionsShouldIncludeMessage: JUnit assertions should include a message;Best Practices;JUnitAssertionsShouldIncludeMessage
495;cucumber_tests;src/test/java/cucumber_tests/RunCucumberTest.java;3;14;AtLeastOneConstructor: Each class should declare at least one constructor;Code Style;AtLeastOneConstructor
496;cucumber_tests;src/test/java/cucumber_tests/RunCucumberTest.java;3;14;CommentRequired: Class comments are required;Documentation;CommentRequired
497;cucumber_tests;src/test/java/cucumber_tests/RunCucumberTest.java;3;14;TestClassWithoutTestCases: The class 'RunCucumberTest' might be a test class, but it contains no test cases.;Error Prone;TestClassWithoutTestCases
498;unit_tests;src/test/java/unit_tests/TestAddUser.java;3;13;AtLeastOneConstructor: Each class should declare at least one constructor;Code Style;AtLeastOneConstructor
499;unit_tests;src/test/java/unit_tests/TestAddUser.java;3;13;CommentRequired: Class comments are required;Documentation;CommentRequired
500;unit_tests;src/test/java/unit_tests/TestAddUser.java;3;15;CommentRequired: Field comments are required;Documentation;CommentRequired
501;unit_tests;src/test/java/unit_tests/TestAddUser.java;3;16;CommentRequired: Field comments are required;Documentation;CommentRequired
502;unit_tests;src/test/java/unit_tests/TestAddUser.java;3;27;LocalVariableCouldBeFinal: Local variable 'userFound' could be declared final;Code Style;LocalVariableCouldBeFinal
503;unit_tests;src/test/java/unit_tests/TestAddUser.java;3;28;JUnitAssertionsShouldIncludeMessage: JUnit assertions should include a message;Best Practices;JUnitAssertionsShouldIncludeMessage
504;unit_tests;src/test/java/unit_tests/TestAddUser.java;3;29;LawOfDemeter: Potential violation of Law of Demeter (object not created locally);Design;LawOfDemeter
505;unit_tests;src/test/java/unit_tests/TestAddUser.java;3;29;LawOfDemeter: Potential violation of Law of Demeter (object not created locally);Design;LawOfDemeter
506;unit_tests;src/test/java/unit_tests/TestApiCall.java;3;9;AtLeastOneConstructor: Each class should declare at least one constructor;Code Style;AtLeastOneConstructor
507;unit_tests;src/test/java/unit_tests/TestApiCall.java;3;9;CommentRequired: Class comments are required;Documentation;CommentRequired
508;unit_tests;src/test/java/unit_tests/TestApiCall.java;3;11;CommentRequired: Field comments are required;Documentation;CommentRequired
509;unit_tests;src/test/java/unit_tests/TestApiCall.java;3;11;"ImmutableField: Private field 'meteoDataCenter' could be made final; it is only initialized in the declaration or constructor.";Design;ImmutableField
510;unit_tests;src/test/java/unit_tests/TestApiCall.java;3;15;JUnitAssertionsShouldIncludeMessage: JUnit assertions should include a message;Best Practices;JUnitAssertionsShouldIncludeMessage
511;unit_tests;src/test/java/unit_tests/TestApiCall.java;3;20;JUnitAssertionsShouldIncludeMessage: JUnit assertions should include a message;Best Practices;JUnitAssertionsShouldIncludeMessage
512;unit_tests;src/test/java/unit_tests/TestApiCall.java;3;25;JUnitAssertionsShouldIncludeMessage: JUnit assertions should include a message;Best Practices;JUnitAssertionsShouldIncludeMessage
513;unit_tests;src/test/java/unit_tests/TestCities.java;3;8;AtLeastOneConstructor: Each class should declare at least one constructor;Code Style;AtLeastOneConstructor
514;unit_tests;src/test/java/unit_tests/TestCities.java;3;8;CommentRequired: Class comments are required;Documentation;CommentRequired
515;unit_tests;src/test/java/unit_tests/TestCities.java;3;9;CommentRequired: Field comments are required;Documentation;CommentRequired
516;unit_tests;src/test/java/unit_tests/TestCities.java;3;9;"ImmutableField: Private field 'cities' could be made final; it is only initialized in the declaration or constructor.";Design;ImmutableField
517;unit_tests;src/test/java/unit_tests/TestCities.java;3;13;JUnitAssertionsShouldIncludeMessage: JUnit assertions should include a message;Best Practices;JUnitAssertionsShouldIncludeMessage
518;unit_tests;src/test/java/unit_tests/TestCity.java;3;7;AtLeastOneConstructor: Each class should declare at least one constructor;Code Style;AtLeastOneConstructor
519;unit_tests;src/test/java/unit_tests/TestCity.java;3;7;CommentRequired: Class comments are required;Documentation;CommentRequired
520;unit_tests;src/test/java/unit_tests/TestCity.java;3;9;CommentRequired: Field comments are required;Documentation;CommentRequired
521;unit_tests;src/test/java/unit_tests/TestCity.java;3;9;"ImmutableField: Private field 'city' could be made final; it is only initialized in the declaration or constructor.";Design;ImmutableField
522;unit_tests;src/test/java/unit_tests/TestCity.java;3;13;JUnitAssertionsShouldIncludeMessage: JUnit assertions should include a message;Best Practices;JUnitAssertionsShouldIncludeMessage
523;unit_tests;src/test/java/unit_tests/TestCity.java;3;18;JUnitAssertionsShouldIncludeMessage: JUnit assertions should include a message;Best Practices;JUnitAssertionsShouldIncludeMessage
524;unit_tests;src/test/java/unit_tests/TestCity.java;3;23;JUnitAssertionsShouldIncludeMessage: JUnit assertions should include a message;Best Practices;JUnitAssertionsShouldIncludeMessage
525;unit_tests;src/test/java/unit_tests/TestCity.java;3;28;JUnitAssertionsShouldIncludeMessage: JUnit assertions should include a message;Best Practices;JUnitAssertionsShouldIncludeMessage
526;unit_tests;src/test/java/unit_tests/TestLogin.java;3;9;AtLeastOneConstructor: Each class should declare at least one constructor;Code Style;AtLeastOneConstructor
527;unit_tests;src/test/java/unit_tests/TestLogin.java;3;9;CommentRequired: Class comments are required;Documentation;CommentRequired
528;unit_tests;src/test/java/unit_tests/TestLogin.java;3;11;CommentRequired: Field comments are required;Documentation;CommentRequired
529;unit_tests;src/test/java/unit_tests/TestLogin.java;3;15;LocalVariableCouldBeFinal: Local variable 'user' could be declared final;Code Style;LocalVariableCouldBeFinal
530;unit_tests;src/test/java/unit_tests/TestLogin.java;3;16;LocalVariableCouldBeFinal: Local variable 'isUserCorrect' could be declared final;Code Style;LocalVariableCouldBeFinal
531;unit_tests;src/test/java/unit_tests/TestLogin.java;3;17;JUnitAssertionsShouldIncludeMessage: JUnit assertions should include a message;Best Practices;JUnitAssertionsShouldIncludeMessage
532;unit_tests;src/test/java/unit_tests/TestLogin.java;3;17;SimplifiableTestAssertion: Assertion may be simplified using assertTrue;Best Practices;SimplifiableTestAssertion
533;unit_tests;src/test/java/unit_tests/TestLogin.java;3;17;UseAssertTrueInsteadOfAssertEquals: Use assertTrue(x)/assertFalse(x) instead of assertEquals(true, x)/assertEquals(false, x) or assertEquals(Boolean.TRUE, x)/assertEquals(Boolean.FALSE, x).;Best Practices;UseAssertTrueInsteadOfAssertEquals
534;unit_tests;src/test/java/unit_tests/TestLogin.java;3;22;LocalVariableCouldBeFinal: Local variable 'user' could be declared final;Code Style;LocalVariableCouldBeFinal
535;unit_tests;src/test/java/unit_tests/TestLogin.java;3;23;LocalVariableCouldBeFinal: Local variable 'isUserCorrect' could be declared final;Code Style;LocalVariableCouldBeFinal
536;unit_tests;src/test/java/unit_tests/TestLogin.java;3;24;JUnitAssertionsShouldIncludeMessage: JUnit assertions should include a message;Best Practices;JUnitAssertionsShouldIncludeMessage
537;unit_tests;src/test/java/unit_tests/TestLogin.java;3;24;SimplifiableTestAssertion: Assertion may be simplified using assertFalse;Best Practices;SimplifiableTestAssertion
538;unit_tests;src/test/java/unit_tests/TestLogin.java;3;24;UseAssertTrueInsteadOfAssertEquals: Use assertTrue(x)/assertFalse(x) instead of assertEquals(true, x)/assertEquals(false, x) or assertEquals(Boolean.TRUE, x)/assertEquals(Boolean.FALSE, x).;Best Practices;UseAssertTrueInsteadOfAssertEquals
